wdr,dissim,leven
0.013817963,0.074684308,0.000486558
0.0006941,0.096486794,0.002006418
0.001077101,0.095549676,0.001796951
0.000264259,0.097757406,0.00551736
0.001076482,0.096281396,0.001978726
0.001327395,0.097279598,0.004031158
0.000451745,0.096641712,0.001697744
0.000687638,0.096604011,0.00365856
0.00246718,0.093925828,0.00078458
0.001839129,0.09423035,0.000703266
0.040604155,0.035918909,0.001009449
0.001331543,0.096660354,0.002163021
0.001558648,0.095696757,0.001356865
0.000865653,0.095531671,0.00123886
0.009042966,0.033786053,0.000311926
0.00158831,0.095509231,0.001216586
0.000919845,0.097063602,0.002789647
0.000772183,0.097383581,0.003095966
0.000476107,0.096217446,0.001379706
0.000473699,0.0962603,0.002504378
0.000653125,0.097331311,0.00579428
0.000604447,0.097225591,0.002378773
0.000888734,0.09577003,0.001571195
0.000609777,0.097218154,0.00272997
0.000896066,0.095855109,0.002267828
0.001615526,0.096252345,0.00149666
0.000724403,0.096251193,0.001684118
0.000934219,0.09535224,0.00110087
0.001209391,0.095733731,0.002986714
0.001397693,0.097103176,0.00277272
0.001487796,0.094353457,0.000790398
0.000322585,0.09608574,0.001761467
0.000695743,0.095601726,0.001434837
0.000597497,0.09587872,0.00148927
0.001448406,0.096870021,0.00254488
0.000519265,0.096089567,0.004263886
0.00198247,0.095895057,0.001402488
0.001593605,0.095215358,0.001393246
0.00135002,0.096255411,0.001713295
0.001080919,0.096374841,0.001433
0.000898087,0.09433903,0.000850603
0.001028144,0.095543947,0.001436269
0.026103413,0,0
0.000789168,0.096805525,0.002315947
0.000237895,0.09756536,0.005940607
0.00136635,0.094444194,0.001503996
0.001318213,0.094402771,0.001078928
0.001150759,0.095899624,0.00174505
0.00115349,0.096776434,0.002527409
0.005715672,0.091157028,0.00015448
0.001353131,0.095607369,0.001496154
0.001334085,0.095641971,0.000874976
0.000809076,0.096671386,0.002993697
0.000370193,0.096707568,0.001674373
0.000421076,0.096441781,0.001779018
0.001453837,0.097557997,0.003702262
0.001338496,0.094896655,0.001380351
0.000717343,0.096961184,0.002471211
0.001406307,0.094979159,0.001978936
0.000569909,0.096492224,0.00202951
0.000845117,0.097332,0.00370412
0.001588761,0.094496005,0.00093641
0.001476068,0.095768383,0.002069314
0.000960865,0.095698525,0.001652853
0.000701192,0.09726646,0.002380293
0.000871651,0.096845161,0.002337667
0.000543282,0.097013051,0.00269705
0.000367232,0.096760319,0.002630956
0.001243866,0.096972526,0.002568281
0.001725249,0.094118367,0.000621462
0.000695012,0.096713699,0.001837065
0.000816415,0.096388998,0.002199292
0.001341344,0.095740319,0.001265313
0.000742117,0.093377202,0.000541171
0.000559666,0.095588718,0.001423163
0.002274513,0.096030387,0.001594334
0.001388305,0.09554072,0.001457309
0.001782896,0.09606751,0.001804355
0.001135873,0.095846616,0.001621644
0.004261159,0.051135244,0.000252151
0.001242282,0.096547873,0.002970037
0.001343832,0.096299311,0.001434444
0.001282683,0.095692231,0.001316025
0.000748066,0.094548127,0.001031657
0.000445847,0.096546012,0.001905907
0.00195596,0.094693355,0.001034507
0.000824066,0.095547773,0.001401902
0.001247962,0.095524063,0.00121697
0.001216527,0.094591433,0.000887973
0.00050325,0.097295903,0.003585531
0.003852915,0.094315199,0.000769937
0.000513413,0.097582793,0.00370875
0.000885062,0.09729952,0.004472716
0.001555357,0.097051121,0.003187844
0.000315027,0.097254886,0.003463107
0.001714719,0.094049377,0.001023044
0.001163301,0.097842432,0.004366386
0.002760843,0.095176226,0.001394231
0.001366727,0.096580448,0.002352151
0.000950615,0.097639929,0.00604667
0.000752856,0.096423221,0.002132298
0.037313733,0.082732637,0.00046734
0.001573261,0.095696872,0.001344085
0.002477194,0.09508164,0.000950108
0.001444214,0.095000468,0.001222385
0.000832063,0.096322329,0.001495836
0.000877177,0.096107433,0.001407013
0.001814868,0.095182434,0.001097645
0.001654,0.094697437,0.000937849
0.000521323,0.096512315,0.00250862
0.001706168,0.095186776,0.001143438
0.001020238,0.092619254,0.000521712
0.000616502,0.097125187,0.002149933
0.002259001,0.095349838,0.001026188
0.0009903,0.096721216,0.003715255
0.001052688,0.096264561,0.001633621
0.0009196,0.096795054,0.002055536
0.002616291,0.093613746,0.000579414
0.00132371,0.094684839,0.001340683
0.001256765,0.095721215,0.001306681
0.002026821,0.095539319,0.001499608
0.001179828,0.095413646,0.001045227
0.001073409,0.095646619,0.001380289
0.000661541,0.096119651,0.002914797
0.00104425,0.097679814,0.004106743
0.001730383,0.0957951,0.001568747
0.001771542,0.094645609,0.001265151
0.001328875,0.095423171,0.001569921
0.003022251,0.076938767,0.000348244
0.00138376,0.095470309,0.001062926
0.00124692,0.094000503,0.000909984
0.000832247,0.097043477,0.00244825
0.00072049,0.097241893,0.002631583
0.000900799,0.097685656,0.00503958
0.001414566,0.095918507,0.001525592
0.001010127,0.095216859,0.001418919
0.000453954,0.097135628,0.00274427
0.001108592,0.098069577,0.005044823
0.000692932,0.096863887,0.002402915
0.000824803,0.09717516,0.002407208
0.000968092,0.095255282,0.001218874
0.001565685,0.071450316,0.002370453
0.001049131,0.095068489,0.001261457
0.001939064,0.094826751,0.001231849
0.0018985,0.094257086,0.000936246
0.001804181,0.096271548,0.002196529
0.00025188,0.097729242,0.00772122
0.001921598,0.095100154,0.001315804
0.001578684,0.096387108,0.001734754
0.001528454,0.09575924,0.0014101
0.00099088,0.097309867,0.00305992
0.001368441,0.092482797,0.000589614
0.001006645,0.097078491,0.003519144
0.000779118,0.097319849,0.002770904
0.001404035,0.095009359,0.001159756
0.000648152,0.096600885,0.002127944
0.000828663,0.096358767,0.001558889
0.001667228,0.094723403,0.000885824
0.001177672,0.097163724,0.002725371
0.000806779,0.096810432,0.002589657
0.00066001,0.093734405,0.000609001
0.002010797,0.094736828,0.000957213
0.001020435,0.095442664,0.00113101
0.001189808,0.095667743,0.001363156
0.000821182,0.09732287,0.003159984
0.001120552,0.096721054,0.002180571
0.001199506,0.097433436,0.004023238
0.000865363,0.095729079,0.002283737
0.001875192,0.096775731,0.003232698
0.001366471,0.095672892,0.001357279
0.001349397,0.096261892,0.00182818
0.000856896,0.097189304,0.003109614
0.001102432,0.095507416,0.001682814
0.001039284,0.096463088,0.001789233
0.001219308,0.096508491,0.001673599
0.001705765,0.094927989,0.001185204
0.002949988,0.095384139,0.001338973
0.001438681,0.096489366,0.00159766
0.000196581,0.096997818,0.002559299
0.000633232,0.095716904,0.003051862
0.000903699,0.097098415,0.002381794
0.001325968,0.095486996,0.001487582
-0.002044388,0.096017499,0.00065743
0.001139074,0.096591836,0.003716159
0.002396838,0.095021415,0.000983613
0.000931813,0.094104639,0.000672254
0.000367413,0.095082995,0.001140011
0.003005819,0.095703857,0.001336262
0.001711759,0.094283258,0.000791336
0.00068417,0.097082907,0.004961732
0.001149628,0.096454254,0.003069224
0.000359253,0.097993531,0.005657016
0.000939947,0.096553143,0.002302519
0.001926156,0.094209303,0.001007735
0.001249669,0.094851856,0.000995363
0.001423406,0.094979375,0.000981556
0.001509874,0.094297299,0.000741327
0.001020146,0.096782875,0.002695536
0.000638836,0.097088918,0.002365771
0.000314465,0.097218409,0.002207775
0.001464277,0.094681221,0.000922487
0.00199304,0.09527692,0.001389512
0.001430209,0.095267237,0.00163637
0.000840389,0.09699264,0.002303952
0.000189744,0.096545756,0.001815549
0.001476555,0.095839355,0.001534603
0.00093558,0.096510948,0.002054531
0.002475813,0.09239944,0.00042941
0.001788005,0.09618717,0.002927262
0.00142228,0.094087908,0.000819757
0.000686355,0.095920479,0.002288941
0.001112846,0.095814994,0.001015029
0.001704538,0.095743321,0.001335619
0.001503015,0.096061427,0.001619814
0.001432642,0.095722202,0.001487841
0.000767468,0.096413906,0.00158221
0.001566849,0.094865381,0.001054801
0.003037995,0.091471167,0.000613626
0.001774645,0.094764505,0.001053747
0.000369082,0.095964629,0.001720062
0.001111135,0.0946079,0.000979418
0.001465476,0.095396656,0.001511621
0.001384846,0.094807969,0.000979122
0.000358513,0.096058598,0.001390365
0.000614505,0.094913419,0.000895929
0.002071346,0.094599581,0.000862232
0.000159645,0.096716628,0.00235259
0.000650312,0.096118999,0.001510256
0.001088091,0.095626381,0.001422596
0.002126294,0.093936669,0.000626949
0.001545607,0.095122232,0.001072512
0.00071146,0.093426922,0.000517633
0.000850235,0.096506602,0.002985514
0.002745057,0.094056633,0.000775782
0.001375978,0.090636458,0.000494333
0.001787094,0.096161077,0.001644644
0.000966445,0.096370177,0.001573022
0.002541594,0.095542044,0.001052941
0.001641077,0.096218784,0.002137767
0.002269138,0.094252074,0.000873032
0.000954662,0.094976253,0.00095102
0.00137168,0.095116354,0.001336847
0.001258492,0.096471826,0.002013465
0.000810116,0.095733923,0.001660638
0.00054458,0.09640515,0.002838016
0.001372307,0.094737082,0.000418779
9.06E-05,0.092713673,0.000500073
0.000901765,0.095871045,0.002604184
0.001216245,0.095526227,0.001041087
0.000630104,0.093927486,0.001710864
0.001927505,0.095048352,0.001285277
-6.09E-34,0.082563291,1.80253E-05
0.002671696,0.093431167,0.000578321
0.001157319,0.097023118,0.002335263
0.001497919,0.094481628,0.000921059
0.000908487,0.095800117,0.001222
0.001318364,0.096246389,0.001775597
0.001200531,0.096686936,0.001801216
0.000885492,0.095995174,0.001904688
0.001153966,0.097066653,0.004288196
0.003461792,0.092039252,0.000718533
0.000396187,0.096785276,0.002137547
0.000655026,0.096605225,0.002178783
0.000169322,0.096786537,0.003461983
0.001432691,0.096808254,0.002080769
0.001595176,0.095786065,0.001247254
0.001043447,0.09711519,0.003692616
0.000746401,0.095808436,0.001568016
0.001245567,0.096159749,0.001847584
0.001160794,0.096232825,0.002040514
0.000936894,0.096026924,0.00216335
0.001918349,0.096290778,0.001459469
0.002936123,0.063294438,0.000454116
0.069729409,0.095555556,9.55556E-06
0.0017074,0.094862568,0.001258566
0.002745726,0.094142252,0.000561052
0.00043882,0.097231953,0.004770717
0.001057431,0.096138061,0.001768358
0.001162509,0.096724747,0.002744071
0.001060737,0.097452931,0.003853698
0.00024812,0.096412824,0.001840622
0.000321256,0.097371221,0.005613668
0.00238735,0.09467168,0.000992396
0.001642649,0.074127799,0.000818236
0.001868414,0.090615286,0.000296551
0.002459202,0.095437104,0.001444919
0.001021848,0.097329716,0.003034386
0.000890462,0.09713201,0.002811041
0.001812956,0.095484575,0.001059649
0.001571817,0.09622883,0.001770794
0.001384856,0.095477566,0.001234419
0.001721354,0.096162579,0.002054097
0.000551511,0.097199727,0.004203386
0.052424714,0.057510393,0.011725807
0.000993839,0.095380246,0.00115228
0.001180696,0.096168003,0.001592858
0.001003756,0.053608785,0.00025626
0.000363887,0.095795969,0.000603333
0.000645108,0.084986693,0.001601412
0.000711751,0.095177858,0.001156769
0.001832584,0.096361701,0.001352703
0.000584143,0.098071244,0.004290436
0.002426555,0.093757699,0.00123889
0.000761816,0.096231953,0.002006262
0.001145936,0.095628606,0.001205916
0.000257906,0.096912714,0.003035495
0.004833084,0.073685494,0.000170945
0.001156852,0.096096254,0.001780133
0.00114968,0.096262884,0.002024433
0.001994067,0.095734812,0.001721859
0.000403404,0.096236356,0.00194719
0.001410131,0.095297163,0.001296275
0.001955852,0.094368751,0.000920189
0.000836868,0.097565439,0.003765371
0.001808386,0.094326071,0.000847558
0.001625086,0.095549203,0.001117017
0.001071444,0.096728465,0.002128143
0.001939786,0.09418233,0.001017943
0.000723345,0.096007742,0.00258418
0.020609423,0.01048341,0.000202857
0.000822311,0.096393902,0.001408696
0.00054453,0.097492017,0.003668904
0.001028864,0.096644991,0.002631497
0.000782396,0.097145267,0.003350217
0.002058007,0.09535201,0.001105034
0.000825745,0.096053176,0.001769396
0.001162383,0.095458056,0.001376133
0.001010597,0.094956054,0.001083986
0.002121602,0.096302694,0.001746629
0.000698804,0.097334677,0.003543908
0.001005403,0.096735615,0.002150622
0.001685155,0.095458991,0.001135443
0.001779905,0.095137936,0.000889716
0.001398074,0.09543791,0.001244667
0.002096484,0.094078754,0.000672455
0.001298327,0.095503817,0.001147442
0.002259394,0.092548402,0.00045359
0.000882758,0.094624377,0.000736966
0.003830913,0.094816549,0.000851563
0.000884951,0.09425634,0.000825265
0.000631527,0.094821378,0.000936497
0.001165056,0.096799643,0.003505288
0.001667765,0.09565639,0.001405217
0.001786512,0.09369272,0.000761498
0.00041606,0.069390645,0.002149206
0.00075936,0.094651925,0.000930944
0.001178555,0.095678806,0.001447963
0.001453855,0.096502,0.002200395
0.000516535,0.096557223,0.002217794
0.000706755,0.095246647,0.001050188
0.001507797,0.095437651,0.001216093
0.001958018,0.095502736,0.001144275
0.000895845,0.092825212,0.000502371
0.001374634,0.082828356,0.004761423
0.00158297,0.095375771,0.001515974
0.001628294,0.097096697,0.002682896
0.000608769,0.096162029,0.001606473
0.001154516,0.095790005,0.00182808
0.002205212,0.093527862,0.000678538
0.002412449,0.095090582,0.001532929
0.000425879,0.096940095,0.002075815
0.000683096,0.096734922,0.002203959
0.001058482,0.097723286,0.004074688
0.00086687,0.096130781,0.001781329
0.001406831,0.096534868,0.001725076
0.001308854,0.095378967,0.001177558
0.00095764,0.097823597,0.005839937
0.002162069,0.094912439,0.001348848
0.001179761,0.095266538,0.001167122
0.001266642,0.096408238,0.001890646
0.001435028,0.095586734,0.001126908
0.000620379,0.097143735,0.00294817
0.000706017,0.096865042,0.002597442
0.001553867,0.09528412,0.00152035
0.001729692,0.096095492,0.001392232
0.001171548,0.094745445,0.000938996
0.00126861,0.095819603,0.001596312
0.000276779,0.095462844,0.000728329
0.002110493,0.098271208,0.00249685
0.000240938,0.097809018,0.005830436
0.00220696,0.095083274,0.001367881
0.001292561,0.095818325,0.00140052
0.000194542,0.096289667,0.001714254
0.001127208,0.096191394,0.001822004
0.000896615,0.097163007,0.005095055
0.000471263,0.098353227,0.007704088
0.001974595,0.096044231,0.001907707
0.001190662,0.095781671,0.001686746
0.000965535,0.096680876,0.002062171
0.000966191,0.095722973,0.001770038
0.000353374,0.096353974,0.001817756
0.001384203,0.09478815,0.001129937
0.001931155,0.095273155,0.001171693
0.118415821,0.094444444,9.44444E-06
0.000616771,0.097736065,0.013643329
0.00114351,0.096649154,0.002505333
0.001551475,0.096400043,0.001682407
0.001767166,0.093656565,0.000570437
0.00119271,0.095138434,0.001260322
0.001030181,0.097016882,0.002774449
0.001007289,0.096012501,0.001634097
0.001876297,0.094835978,0.000997535
0.001030607,0.096887704,0.00238903
0.005262134,0.095378142,0.000355179
0.000930141,0.095927645,0.001277969
0.001169528,0.096465817,0.002546493
0.00092853,0.096273035,0.002003573
0.000694885,0.097787295,0.00433819
0.000911362,0.096039612,0.001470299
0.001145729,0.096491292,0.001675157
0.001063623,0.095820189,0.001347772
0.001921043,0.095888118,0.002044366
0.001668974,0.095802957,0.001835647
0.001491144,0.096723546,0.002106135
0.000712069,0.096367503,0.001481933
0.000909419,0.096835354,0.00239871
0.001178825,0.097590213,0.001883051
0.000271801,0.098076625,0.004687104
0.001114633,0.098161183,0.004304804
0.00156053,0.096373393,0.002586934
0.001749672,0.095748802,0.001440906
0.002101855,0.096925237,0.002808118
0.001800071,0.09495698,0.000926261
0.000145669,0.097736197,0.003303091
0.000371197,0.098179708,0.005578367
0.001177045,0.095554691,0.001498814
0.022636896,0.095966387,1.13109E-05
0.001016162,0.096785963,0.002659078
0.000756177,0.096248849,0.001477072
-0.00016154,0.094311393,0.00234315
0.00375085,0.095237547,0.001644495
0.000248505,0.097760343,0.004306135
0.000813096,0.096011031,0.001788232
0.001069921,0.096509555,0.001855294
0.000672355,0.095789209,0.001209634
0.001230106,0.094929444,0.000893202
0.001698888,0.096080434,0.002026259
0.000706156,0.097946412,0.00520854
0.000884414,0.096657238,0.004090182
0.001039161,0.096259806,0.001659427
0.000538406,0.095808857,0.001368409
0.001373192,0.09630871,0.002218989
0.000310846,0.096944793,0.002675373
0.001513297,0.095639631,0.001272357
0.000472304,0.096796174,0.003228122
0.000897152,0.097016324,0.003567907
0.001089868,0.0955212,0.002211602
0.000574121,0.097280464,0.003492296
0.000643803,0.097431294,0.003778833
0.001032626,0.096140164,0.001900366
-0.001273652,0.09622404,0.000149458
0.033918402,0.094655673,4.76154E-05
0.001349758,0.096836916,0.005093544
0.002969334,0.094068606,0.000748919
0.001581308,0.095676968,0.001896244
0.002620491,0.093768585,0.000835436
0.075695156,0.037561909,7.70721E-05
0.000419002,0.095339973,0.001042439
0.001660009,0.094906025,0.000994197
0.003627493,0.058811518,0.000543907
0.001238347,0.095526782,0.002277765
0.000963324,0.094817111,0.000823636
0.001310824,0.095768541,0.001537093
0.001585574,0.09455213,0.001061174
0.001345344,0.095746025,0.001381927
0.000484263,0.095520135,0.001358529
0.002710449,0.095058018,0.001262402
0.000831146,0.096916062,0.002168433
0.000970987,0.096222893,0.001646361
0.001020084,0.096636078,0.001722044
0.000479866,0.097232851,0.002925195
0.001407053,0.095573725,0.001734502
0.00022329,0.094444638,0.018378329
0.000858533,0.095654325,0.001900558
0.002313904,0.093637934,0.001126273
0.001915282,0.095056254,0.001129444
0.002088679,0.093967196,0.00078812
0.000684914,0.096311694,0.002753872
0.000985357,0.097887864,0.00629422
0.001131441,0.095739896,0.001493355
0.000472442,0.097584743,0.003608151
0.001298924,0.09622724,0.001837212
0.00195353,0.094088058,0.001052745
0.001011531,0.094926772,0.001016436
0.001946167,0.094349266,0.001189345
0.001618938,0.095127139,0.001094071
0.001021806,0.094250344,0.000688016
0.001542376,0.096472361,0.001617115
0.000984499,0.097171549,0.003451147
0.001264094,0.095945129,0.001385731
0.001432268,0.094485634,0.000772888
0.001071211,0.094558434,0.000844943
0.001232429,0.095740942,0.001374965
0.001183516,0.094335009,0.000666577
0.001739574,0.094360394,0.001234971
0.014544998,0.094775972,0.00018468
0.00067328,0.097855869,0.005119232
0.000623616,0.0963624,0.003255069
0.002295233,0.095135443,0.000795032
0.001510769,0.095248592,0.001048229
0.000579532,0.097761928,0.003793335
0.00061338,0.096665765,0.002182454
0.00162663,0.095833668,0.001111551
0.000641224,0.097193007,0.005170119
0.00132101,0.096057192,0.001469926
